state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_eve_minutes,total_eve_calls,total_night_minutes,total_night_calls,total_intl_minutes,total_intl_calls,number_customer_service_calls,churn
NM,122,area_code_408,False,True,23,134.2,85,227.3,132,122.4,96,8.5,2,2,False
UT,180,area_code_510,False,False,0,253.9,69,184.2,138,174.3,83,0.4,7,1,False
HI,149,area_code_510,False,False,0,166.6,61,218.8,107,208.3,131,8.2,6,7,False
NC,126,area_code_415,False,False,0,103.7,93,127.0,107,329.3,66,14.4,1,0,False
KY,71,area_code_510,False,True,22,141.4,107,163.0,105,220.0,99,5.6,3,2,False
AL,42,area_code_510,False,False,0,160.2,103,159.8,116,255.7,87,12.9,3,1,False
ID,99,area_code_415,False,False,0,201.5,103,124.2,120,239.9,56,11.5,3,0,False
NH,22,area_code_408,False,True,29,151.2,147,203.2,135,296.1,98,11.1,2,2,False
DE,103,area_code_415,False,True,34,138.8,80,142.0,108,183.8,77,11.8,7,1,False
TN,222,area_code_408,False,True,34,218.5,89,160.7,76,181.6,76,4.9,5,4,False
WV,92,area_code_510,False,True,16,184.0,99,76.4,134,185.1,96,12.7,3,2,False
OH,147,area_code_415,True,True,24,219.9,118,208.5,116,352.5,111,8.1,4,3,False
ID,85,area_code_408,False,True,27,196.4,139,280.9,90,89.3,75,13.8,4,1,False
WI,111,area_code_415,False,True,23,87.7,91,218.3,118,173.1,87,12.3,4,1,False
ME,116,area_code_510,False,False,0,229.3,93,184.5,111,168.2,91,8.8,3,2,False
AZ,138,area_code_415,False,False,0,87.6,112,266.9,107,214.6,104,9.8,10,2,False
CT,33,area_code_510,False,False,0,182.5,65,232.1,96,149.2,82,7.5,2,2,False
AK,115,area_code_415,False,False,0,245.2,105,159.0,109,229.9,74,7.2,8,0,False
MD,79,area_code_510,False,True,31,103.1,90,243.0,135,76.4,92,12.2,8,3,False
WA,80,area_code_510,False,False,0,157.0,101,208.8,127,113.3,109,16.2,2,2,False
VA,170,area_code_510,True,False,0,259.9,68,245.0,122,134.4,121,8.4,3,3,False
WI,107,area_code_408,False,False,0,134.0,104,174.5,94,311.1,79,7.3,3,3,False
CA,81,area_code_408,False,False,0,125.1,103,209.6,103,186.2,78,11.8,1,1,False
WY,215,area_code_510,False,False,0,83.6,148,120.9,91,226.6,110,10.7,9,0,False
SD,106,area_code_408,False,True,27,223.3,97,212.5,131,154.6,149,11.6,2,1,False
WY,127,area_code_510,True,False,0,242.2,102,226.1,80,252.0,96,13.9,5,2,True
NM,122,area_code_408,False,True,33,174.9,103,248.2,105,164.6,116,13.5,3,1,True
WI,67,area_code_510,False,False,0,109.1,134,142.3,76,91.2,86,10.9,5,2,False
AL,106,area_code_415,False,False,0,222.1,123,276.8,92,213.5,99,9.0,3,0,False
RI,85,area_code_408,False,False,0,142.7,82,179.1,106,141.4,88,5.0,8,3,False
NH,163,area_code_415,False,True,39,268.1,104,216.6,65,359.9,118,11.4,4,0,False
WV,124,area_code_510,False,False,0,184.8,74,175.1,84,158.2,95,10.5,6,1,False
NM,84,area_code_408,False,True,41,153.9,102,140.7,117,217.7,101,12.8,5,1,False
UT,167,area_code_415,False,False,0,94.9,114,315.8,105,181.0,71,10.8,6,0,False
OH,82,area_code_415,False,False,0,207.2,114,163.7,97,192.8,79,9.3,4,7,False
CO,121,area_code_408,True,False,0,167.7,94,93.7,121,241.3,115,13.4,1,3,True
FL,103,area_code_415,False,False,0,158.7,90,198.4,117,181.1,76,10.5,4,1,False
OR,72,area_code_510,False,False,0,141.3,133,134.9,96,227.5,97,11.2,3,2,False
CT,63,area_code_408,False,True,25,190.0,137,116.6,76,141.5,110,12.2,2,1,False
WV,142,area_code_415,False,False,0,243.4,76,161.4,102,120.5,105,10.0,5,4,False
TX,149,area_code_510,False,False,0,221.4,95,198.7,63,106.2,70,10.0,3,1,False
VA,67,area_code_415,False,False,0,138.9,65,208.9,109,232.4,82,9.2,3,2,False
KY,124,area_code_415,False,False,0,194.0,103,241.0,116,227.5,153,11.9,5,0,False
LA,155,area_code_415,False,False,0,203.4,100,190.9,104,196.0,119,8.9,4,0,True
KS,94,area_code_408,False,False,0,269.2,104,193.8,144,257.6,61,8.9,2,3,True
OH,143,area_code_415,False,False,0,223.3,99,167.1,128,203.0,84,4.5,4,0,True
NJ,60,area_code_415,True,False,0,97.2,91,243.7,93,235.0,116,10.1,2,1,True
AL,32,area_code_510,False,False,0,230.9,87,187.4,90,154.0,53,6.3,2,0,False
SD,139,area_code_510,False,False,0,196.0,135,186.0,146,153.0,92,9.8,1,3,False
WV,122,area_code_415,True,False,0,168.8,86,237.6,98,204.3,94,5.3,9,1,False
NE,91,area_code_510,False,False,0,159.0,109,255.1,142,82.4,73,10.1,4,0,False
ID,96,area_code_408,False,False,0,170.5,86,277.5,88,162.5,117,12.2,6,1,False
IL,51,area_code_510,False,True,32,206.1,134,179.6,84,332.2,90,10.2,2,3,False
ME,97,area_code_510,False,False,0,120.8,96,169.8,101,194.1,63,11.9,3,4,True
IN,122,area_code_408,False,False,0,296.4,99,214.8,89,133.9,107,11.4,3,4,True
WV,127,area_code_510,False,False,0,224.3,112,185.7,103,159.4,83,10.0,1,2,False
WY,160,area_code_408,False,False,0,82.7,116,194.6,95,159.0,54,10.9,9,0,False
SC,98,area_code_415,False,False,0,147.0,101,202.5,89,250.8,97,9.2,3,1,False
WI,70,area_code_415,False,False,0,7.9,100,136.4,83,156.6,89,12.1,1,0,False
ND,62,area_code_510,False,False,0,196.2,107,103.9,104,203.8,88,13.2,4,1,False
MT,138,area_code_415,False,True,28,151.0,59,269.5,122,179.4,116,8.9,9,0,False
VT,72,area_code_415,False,False,0,139.9,117,223.6,96,240.8,93,12.7,4,2,False
TN,176,area_code_415,False,True,23,283.2,130,162.6,74,177.7,104,7.2,6,1,False
MI,116,area_code_408,False,False,0,149.6,74,167.9,92,174.1,100,16.4,7,0,False
LA,85,area_code_408,False,False,0,209.1,57,110.7,111,113.3,113,12.8,4,1,False
MD,29,area_code_510,False,False,0,195.6,71,126.4,74,148.6,87,14.2,4,1,False
OK,123,area_code_415,False,True,27,198.7,127,249.0,105,173.2,124,12.5,5,1,False
IN,91,area_code_415,False,False,0,289.3,73,179.8,86,186.7,94,6.4,7,1,True
IA,83,area_code_408,True,False,0,197.6,105,177.5,96,126.8,100,9.2,1,3,True
ME,35,area_code_408,False,False,0,149.3,113,242.2,122,174.3,104,8.9,6,2,False
RI,112,area_code_415,False,False,0,168.6,102,298.0,117,194.7,110,9.8,5,1,False
MT,185,area_code_408,False,True,29,151.1,121,244.7,88,154.4,91,13.8,2,2,False
MS,132,area_code_510,False,False,0,126.8,83,243.2,97,223.4,106,7.1,5,3,False
MN,53,area_code_415,False,True,24,145.7,146,220.5,136,249.9,96,13.1,5,3,False
AZ,107,area_code_415,False,True,32,134.2,101,211.9,145,167.6,138,8.2,5,1,False
PA,110,area_code_510,False,False,0,158.6,97,204.4,123,182.5,123,11.3,3,2,False
DC,100,area_code_510,True,False,0,68.5,110,337.1,115,205.2,99,12.1,9,0,False
WA,166,area_code_408,True,True,35,128.2,138,274.5,113,298.9,130,8.8,7,2,False
SD,88,area_code_415,False,False,0,177.8,112,226.5,80,221.8,71,7.9,4,1,False
NH,119,area_code_408,False,False,0,215.1,105,249.4,104,249.9,83,10.8,8,2,False
NY,40,area_code_408,False,False,0,242.5,82,232.9,97,154.0,86,9.6,7,0,False
GA,122,area_code_510,True,False,0,140.0,101,196.4,77,120.1,133,9.7,4,4,True
CA,75,area_code_510,False,True,38,163.6,132,146.7,113,345.8,115,13.1,3,3,False
ID,82,area_code_408,False,False,0,101.0,93,155.6,104,304.4,93,13.3,2,0,False
TN,39,area_code_510,False,False,0,189.6,89,251.6,116,230.9,105,5.4,8,3,False
TX,30,area_code_415,False,False,0,195.2,100,179.8,95,298.3,115,11.5,4,1,False
MD,77,area_code_415,False,False,0,205.3,69,171.0,84,242.4,96,10.1,2,3,False
NH,130,area_code_408,False,False,0,68.4,86,193.3,110,171.5,139,10.4,4,0,False
OH,134,area_code_408,False,False,0,202.7,105,224.9,90,253.9,108,12.1,7,0,False
NJ,138,area_code_408,False,False,0,241.8,93,170.5,83,295.3,104,11.8,7,3,False
ID,43,area_code_415,False,True,36,93.1,68,246.1,83,94.9,109,8.7,8,1,False
FL,84,area_code_510,False,False,0,191.0,88,318.8,119,247.3,79,6.5,4,0,False
MN,17,area_code_415,False,False,0,138.1,115,196.5,55,213.9,100,11.7,4,1,False
AZ,122,area_code_510,False,True,22,204.5,92,139.6,121,205.0,103,8.6,5,2,False
MN,152,area_code_415,False,False,0,317.8,60,152.9,100,123.4,63,10.4,7,1,True
TX,98,area_code_510,False,False,0,86.1,78,222.7,130,155.0,124,9.0,7,0,False
IA,66,area_code_510,False,False,0,256.3,135,180.2,106,187.3,135,6.2,7,2,False
SD,119,area_code_510,False,False,0,94.2,108,264.1,100,203.7,79,7.3,3,1,False
IL,183,area_code_510,False,False,0,108.3,87,183.6,116,176.6,109,13.5,2,0,False
MA,136,area_code_408,True,False,0,199.6,89,211.4,96,72.4,84,11.0,4,3,True
WY,37,area_code_510,False,True,33,225.7,133,223.9,115,192.7,131,11.2,5,3,False
KS,163,area_code_415,False,False,0,191.3,89,193.9,87,268.4,121,12.8,4,1,False
MO,103,area_code_408,False,True,24,111.8,85,239.6,102,268.3,81,6.9,4,1,False
ME,25,area_code_510,False,False,0,242.6,69,209.0,117,219.7,82,14.4,6,2,False
UT,133,area_code_408,False,True,44,174.0,80,209.4,113,224.1,87,14.1,7,2,True
ME,67,area_code_415,False,False,0,208.0,95,234.8,81,266.0,80,11.7,6,3,False
WV,129,area_code_415,False,False,0,159.1,100,202.5,90,233.1,96,11.5,6,2,False
NM,96,area_code_415,False,True,33,183.3,115,201.4,87,177.4,84,10.4,15,3,False
KY,64,area_code_415,True,False,0,146.7,83,148.3,91,238.6,69,12.5,3,3,False
ME,119,area_code_510,False,False,0,73.7,66,160.5,132,214.2,67,13.0,6,3,False
MN,124,area_code_510,False,False,0,157.5,70,130.7,79,193.4,98,9.6,4,3,False
CO,85,area_code_510,False,True,21,283.2,110,239.7,108,149.5,80,6.3,1,5,False
WV,112,area_code_415,True,False,0,161.9,138,200.9,114,134.0,134,10.7,4,1,False
MA,129,area_code_510,True,False,0,192.9,131,185.5,101,205.2,130,10.9,4,1,False
VA,100,area_code_415,False,False,0,174.2,93,235.0,101,264.2,83,9.9,7,1,False
MS,93,area_code_415,True,True,36,169.7,109,318.6,88,246.5,95,9.8,3,0,False
ND,110,area_code_415,False,False,0,135.1,109,205.2,99,166.3,119,11.7,4,1,False
KS,18,area_code_510,False,False,0,180.2,115,83.4,114,245.3,111,11.9,6,1,False
PA,108,area_code_510,False,True,25,170.7,88,109.9,113,165.7,99,8.7,1,3,False
IN,81,area_code_415,False,False,0,176.1,113,162.0,80,160.9,83,11.9,4,1,False
NY,112,area_code_408,False,True,30,60.6,113,165.9,96,132.8,99,13.3,7,0,False
CT,155,area_code_510,False,False,0,165.4,108,183.7,103,80.2,108,8.9,4,3,False
DE,94,area_code_415,False,True,38,220.0,102,180.3,119,136.2,90,10.3,2,1,False
IN,84,area_code_408,False,False,0,163.7,123,175.0,93,194.0,115,8.0,5,1,False
WA,55,area_code_408,False,False,0,285.7,124,230.9,106,230.7,140,14.8,7,0,True
HI,104,area_code_408,False,False,0,170.6,97,162.1,111,210.7,131,6.1,1,1,False
AZ,132,area_code_408,True,True,21,223.4,89,193.2,105,226.2,85,7.7,5,3,False
MN,46,area_code_408,False,False,0,156.4,105,185.5,98,226.7,96,11.8,3,1,False
NC,127,area_code_415,False,True,25,82.2,95,163.3,109,264.9,104,5.1,6,0,False
ID,128,area_code_408,False,False,0,125.2,99,205.4,107,254.4,111,18.9,2,0,False
NY,98,area_code_408,False,False,0,136.9,120,180.6,84,172.9,94,11.9,4,4,True
HI,157,area_code_415,False,False,0,276.2,95,165.8,119,151.6,79,2.2,4,3,False
IN,101,area_code_415,False,True,42,209.2,82,159.7,74,181.6,100,9.5,3,0,False
OK,117,area_code_415,False,True,31,104.9,115,237.6,125,263.4,104,7.7,6,3,False
VT,84,area_code_415,False,True,42,214.3,112,188.2,107,333.5,117,11.3,10,0,False
MN,59,area_code_415,False,False,0,231.4,93,168.0,92,257.2,124,11.4,5,2,False
CO,141,area_code_415,False,False,0,126.9,98,180.0,62,140.8,128,8.0,2,1,False
MO,36,area_code_415,False,False,0,202.4,115,230.7,115,202.0,127,10.2,2,3,False
IL,44,area_code_415,False,True,34,221.8,105,161.7,85,227.7,62,14.0,7,0,False
IN,68,area_code_510,False,False,0,249.9,127,254.5,118,273.2,98,8.9,6,2,True
AL,131,area_code_415,False,True,25,192.7,85,225.9,105,254.2,59,10.9,6,2,False
ME,66,area_code_510,False,False,0,207.7,85,196.7,112,261.7,83,6.8,3,1,False
WV,93,area_code_415,False,False,0,141.7,95,221.0,100,227.1,71,10.2,3,0,False
NY,116,area_code_510,False,False,0,89.5,128,180.8,137,193.1,94,14.0,3,2,False
NC,26,area_code_415,False,False,0,234.5,109,216.5,129,191.6,94,3.5,6,3,False
MN,157,area_code_510,False,False,0,185.1,92,213.0,85,196.1,85,8.5,5,2,False
GA,143,area_code_408,False,True,33,239.2,109,235.5,112,156.3,95,9.5,4,1,False
SD,145,area_code_408,False,True,24,147.5,90,175.7,108,252.1,102,15.6,3,2,False
OR,33,area_code_415,True,False,0,190.6,100,161.7,104,189.9,136,13.0,6,1,False
OK,28,area_code_408,False,False,0,225.7,70,206.9,90,167.9,88,13.8,3,1,False
DE,148,area_code_415,False,False,0,124.4,83,179.7,81,253.0,99,11.3,6,0,False
OK,149,area_code_510,True,False,0,180.9,79,194.9,83,197.8,109,8.8,9,3,False
MS,120,area_code_415,False,False,0,112.6,80,124.4,86,234.9,88,8.1,3,6,True
UT,80,area_code_415,False,True,33,189.4,109,148.7,68,208.9,119,11.2,4,1,True
NE,56,area_code_510,False,False,0,121.6,84,165.3,115,243.9,95,8.9,2,1,False
OR,49,area_code_510,False,False,0,119.4,69,273.3,92,214.4,153,12.4,7,2,False
UT,91,area_code_415,False,True,34,175.3,96,262.3,122,143.9,76,5.6,11,1,False
IL,107,area_code_408,False,False,0,228.2,90,214.2,123,183.1,79,10.5,4,4,False
ND,57,area_code_415,True,False,0,227.4,94,146.4,115,211.4,92,8.3,5,1,False
OR,38,area_code_415,False,False,0,194.4,94,186.7,95,223.3,90,10.8,5,3,False
KS,186,area_code_510,False,False,0,137.8,97,187.7,118,146.4,85,8.7,6,1,False
SD,57,area_code_510,False,False,0,176.9,75,204.2,86,254.1,90,6.1,4,1,False
SC,108,area_code_510,False,False,0,187.4,101,199.9,126,216.1,107,12.6,8,1,False
NM,68,area_code_408,False,False,0,131.6,89,137.0,109,256.3,107,10.2,5,3,False
MS,189,area_code_415,False,False,0,227.8,124,169.5,112,201.1,91,5.6,4,3,False
AZ,67,area_code_415,False,False,0,210.7,116,219.2,86,179.7,83,7.2,6,1,False
DE,89,area_code_510,True,False,0,125.6,108,213.0,90,181.7,108,5.4,5,1,False
CO,89,area_code_415,False,False,0,179.7,128,299.8,92,185.3,120,7.6,3,1,False
NE,139,area_code_415,False,False,0,211.1,103,206.9,108,193.9,70,5.6,4,0,False
MN,109,area_code_408,False,False,0,162.6,138,154.0,109,209.7,118,11.5,4,0,False
NV,90,area_code_415,False,False,0,203.4,146,226.7,117,152.4,105,7.3,4,1,False
TX,128,area_code_415,False,True,43,177.8,100,147.3,89,194.2,92,11.9,1,0,False
HI,35,area_code_415,False,False,0,124.2,102,123.9,115,135.7,100,13.1,8,2,False
MS,66,area_code_408,False,True,32,187.8,117,129.8,90,132.3,113,12.0,3,2,False
SD,116,area_code_408,False,False,0,167.8,119,142.0,123,190.7,128,7.3,4,2,False
KY,74,area_code_415,False,True,35,154.1,104,123.4,84,202.1,57,10.9,9,2,False
SD,185,area_code_408,False,True,18,103.9,112,230.0,111,155.7,119,8.5,5,0,False
OH,52,area_code_408,False,True,31,142.1,77,193.0,97,253.4,88,11.0,4,1,False
TX,80,area_code_510,False,True,22,196.4,115,150.3,109,176.2,75,9.3,1,0,False
KS,124,area_code_510,False,False,0,247.2,84,161.9,130,170.3,73,6.1,6,1,False
OR,170,area_code_408,False,True,22,173.6,66,142.2,83,156.5,93,5.2,3,1,False
KY,110,area_code_408,False,False,0,244.7,84,106.4,95,194.9,61,10.5,1,2,True
PA,92,area_code_415,True,False,0,255.8,125,142.7,111,181.2,101,11.7,3,0,False
MS,115,area_code_415,False,False,0,166.5,111,236.2,98,205.6,92,15.6,2,1,False
WA,76,area_code_510,True,False,0,246.8,110,206.3,63,208.4,123,13.2,5,0,True
MN,42,area_code_408,False,True,34,131.5,143,185.3,109,177.3,117,10.9,5,0,False
IL,16,area_code_415,True,False,0,110.0,91,147.3,75,190.5,73,6.4,7,0,False
AL,109,area_code_415,False,False,0,168.0,103,190.8,100,196.9,65,7.1,4,0,False
KS,93,area_code_415,False,False,0,266.0,120,130.1,84,165.8,63,13.1,6,3,False
MI,65,area_code_415,False,False,0,211.3,120,162.6,122,134.7,118,13.2,5,3,False
MD,140,area_code_415,True,True,27,188.9,124,160.9,102,197.7,100,11.5,5,4,False
SC,117,area_code_415,False,True,35,190.7,100,209.7,107,202.5,101,12.4,5,1,False
UT,82,area_code_510,True,False,0,208.8,101,213.7,87,175.1,86,12.4,6,3,False
MS,38,area_code_415,False,True,25,142.4,106,313.7,109,126.6,117,13.4,6,2,False
NV,143,area_code_415,False,False,0,209.1,127,106.1,80,179.6,90,14.0,6,0,False
WV,54,area_code_510,False,True,33,112.0,90,208.0,112,150.3,83,11.3,4,2,False
KS,128,area_code_510,False,False,0,268.1,95,120.5,126,220.8,121,14.4,6,2,False
AL,72,area_code_415,False,False,0,217.8,93,189.7,113,182.6,91,10.4,5,4,False
UT,89,area_code_408,False,False,0,144.2,74,164.7,119,279.2,121,12.1,7,4,True
SD,55,area_code_415,False,False,0,245.5,130,192.7,54,141.7,83,9.1,4,1,False
RI,95,area_code_510,False,True,27,129.5,106,248.9,90,268.0,115,11.9,3,1,False
RI,65,area_code_415,False,True,29,215.5,129,161.9,77,128.3,91,8.8,5,2,False
IA,105,area_code_408,True,True,31,172.5,103,113.6,102,261.6,104,10.8,4,2,False
VA,103,area_code_408,False,False,0,147.8,71,182.6,103,260.8,95,6.9,3,1,False
SD,86,area_code_415,False,False,0,223.9,75,155.7,109,150.2,143,7.3,9,1,False
HI,85,area_code_415,False,False,0,235.8,109,157.2,94,188.2,99,12.0,3,0,False
OH,84,area_code_408,True,False,0,299.4,71,61.9,88,196.9,89,6.6,7,2,False
OH,123,area_code_408,False,True,39,270.4,99,245.1,110,108.9,113,15.4,7,1,False
ME,123,area_code_408,False,False,0,114.4,91,216.6,123,250.6,102,11.0,3,0,False
NM,81,area_code_415,False,False,0,173.2,80,236.2,94,240.2,84,11.8,6,2,False
NJ,114,area_code_408,False,False,0,206.3,113,223.5,97,234.3,119,8.1,6,2,False
IA,82,area_code_408,False,False,0,183.6,111,303.5,88,189.8,115,10.3,6,0,False
MD,130,area_code_415,False,True,45,174.5,120,217.5,95,220.3,67,12.2,2,1,False
ND,60,area_code_510,False,False,0,203.2,99,235.8,131,224.9,112,15.1,6,2,False
WA,62,area_code_415,True,False,0,180.9,121,134.3,107,179.3,74,8.6,2,2,True
ID,130,area_code_415,False,False,0,263.7,113,186.5,103,195.3,99,18.3,6,1,True
ME,42,area_code_510,False,False,0,139.4,109,223.8,121,244.9,105,4.6,3,1,False
NC,45,area_code_408,False,True,38,196.8,92,254.2,108,261.8,85,7.7,2,1,False
DC,93,area_code_408,False,False,0,164.5,95,230.9,87,149.9,91,9.9,3,4,False
LA,57,area_code_415,False,False,0,198.1,89,214.2,105,109.5,106,7.0,3,1,False
WA,137,area_code_408,False,False,0,208.8,120,225.3,100,221.6,130,11.1,5,0,False
TX,71,area_code_415,False,True,39,183.2,103,209.4,111,172.4,109,11.9,6,1,False
AK,52,area_code_510,False,False,0,148.3,83,181.6,79,155.6,104,8.3,6,3,False
NV,125,area_code_510,False,False,0,168.6,99,175.6,107,243.3,92,10.9,7,0,False
VA,102,area_code_510,False,False,0,174.5,79,236.8,136,270.4,110,8.5,5,0,False
TN,33,area_code_415,False,True,35,186.8,124,261.0,69,317.8,103,15.0,5,0,False
CA,86,area_code_415,False,False,0,234.6,102,268.3,109,195.6,102,11.6,4,1,True
DC,87,area_code_415,False,True,18,124.3,104,196.1,80,290.0,110,7.2,3,1,False
WA,106,area_code_415,False,False,0,149.7,114,104.5,72,227.9,87,9.0,2,2,False
SD,105,area_code_415,False,False,0,251.6,88,175.1,103,184.4,112,5.4,5,1,False
TN,47,area_code_415,False,True,30,196.6,93,241.4,140,226.0,118,12.9,4,2,False
ME,130,area_code_408,False,False,0,176.3,140,201.0,104,161.9,123,11.3,5,1,False
GA,77,area_code_415,False,False,0,134.5,119,119.7,104,250.7,112,9.3,5,0,False
MA,102,area_code_510,True,False,0,233.8,103,221.6,131,146.9,106,12.8,3,0,False
NV,148,area_code_510,False,False,0,216.2,95,185.7,105,300.0,143,10.0,5,2,False
MI,110,area_code_415,False,False,0,94.1,127,283.0,97,168.7,69,10.3,6,2,False
DE,97,area_code_415,False,True,32,183.4,94,269.1,120,203.5,38,6.7,4,5,False
IN,52,area_code_415,False,False,0,165.9,122,212.2,107,202.1,94,8.3,3,1,False
OR,21,area_code_510,False,True,31,135.9,90,271.0,84,179.1,89,9.5,7,6,False
OH,119,area_code_415,False,True,35,217.1,92,220.8,134,249.5,93,8.0,5,2,False
OK,71,area_code_415,False,False,0,123.8,130,226.5,91,213.9,96,8.8,7,2,False
CO,84,area_code_415,False,False,0,148.8,89,189.8,93,147.6,73,6.3,2,1,False
CO,137,area_code_415,False,False,0,127.0,107,323.2,75,143.9,127,7.5,2,1,False
KS,100,area_code_415,True,False,0,156.3,82,259.4,91,143.7,93,8.3,7,5,False
IN,100,area_code_415,False,True,32,125.2,123,230.9,101,192.0,106,12.6,9,3,False
IL,91,area_code_415,False,False,0,189.3,100,239.3,107,89.7,89,9.9,3,3,False
AL,26,area_code_408,False,False,0,290.1,143,245.7,97,147.0,80,7.4,4,2,True
OH,83,area_code_415,False,True,25,191.3,95,250.7,136,249.4,86,17.6,5,2,False
NY,77,area_code_510,False,False,0,124.1,92,214.9,131,241.3,132,13.7,3,0,False
MN,61,area_code_415,False,False,0,197.3,67,264.5,106,210.5,116,9.0,6,1,False
NJ,106,area_code_415,False,False,0,191.4,124,200.7,116,230.1,76,8.2,3,1,False
WI,123,area_code_415,False,False,0,172.2,92,162.6,76,250.3,101,8.7,4,1,False
NM,113,area_code_510,False,False,0,150.1,120,200.1,85,266.7,105,11.0,3,2,False
OR,101,area_code_415,True,False,0,169.5,117,212.0,111,204.0,120,9.7,1,0,True
WV,145,area_code_408,False,True,31,216.0,94,225.1,123,234.7,109,10.7,1,2,False
RI,129,area_code_510,False,True,10,161.4,91,183.1,102,240.3,65,12.9,3,1,False
WY,87,area_code_415,False,True,16,257.4,91,232.0,101,143.2,73,14.7,2,1,False
TN,114,area_code_415,False,False,0,108.3,95,168.3,104,153.1,109,9.1,2,1,False
MN,132,area_code_510,False,True,33,157.9,84,163.9,109,215.4,87,11.5,3,3,False
TN,68,area_code_415,False,False,0,222.8,99,175.8,85,202.0,111,11.0,3,3,False
WA,152,area_code_510,False,False,0,161.4,84,163.6,88,153.2,121,11.8,5,1,False
WI,92,area_code_415,True,False,0,264.3,91,160.9,115,198.6,73,9.3,5,0,False
TN,78,area_code_415,False,False,0,149.7,119,182.2,115,261.5,126,9.7,8,0,False
MT,33,area_code_510,False,True,35,161.9,85,151.2,82,191.0,131,8.5,2,1,False
VA,44,area_code_408,False,False,0,204.6,117,205.2,94,164.6,84,10.7,5,0,False
NE,67,area_code_510,False,True,31,175.2,68,199.2,73,219.8,99,13.2,6,1,False
OK,139,area_code_510,False,False,0,148.7,90,204.3,106,144.1,105,9.8,4,2,False
RI,155,area_code_408,True,False,0,163.1,94,291.7,108,96.4,111,11.2,3,0,False
RI,112,area_code_510,False,False,0,194.4,101,190.3,82,183.4,107,11.4,2,0,False
IL,76,area_code_510,False,False,0,186.1,96,211.6,100,230.6,100,8.0,4,0,False
NM,116,area_code_510,False,False,0,179.0,81,200.0,116,168.6,74,15.8,7,1,False
MT,102,area_code_408,False,False,0,273.2,85,211.1,82,203.7,129,13.1,7,2,True
MN,117,area_code_408,False,False,0,161.6,104,196.3,119,294.8,111,13.8,2,1,False
FL,115,area_code_510,False,False,0,143.6,135,278.0,119,46.7,84,12.7,3,0,False
